1 : 1
1127 : 2
1177 : 3
1178 : 4
1239 : 5
1239 : 6
1239 : 7
1239 : 8
1268 : 9
1268 : 10
1268 : 11
1268 : 12
1269 : 13
1269 : 14
1269 : 15
1278 : 16
1288 : 17
1288 : 18
1298 : 19
1298 : 20
1350 : 21
1350 : 22
1350 : 23
1350 : 24
1350 : 25
1350 : 26
1377 : 27
1378 : 28
1378 : 29
1378 : 30
1378 : 31
1378 : 32
1379 : 33
1379 : 34
1379 : 35
1379 : 36
1388 : 37
1388 : 38
1389 : 39
1389 : 40
1389 : 41
1389 : 42
1389 : 43
1389 : 44
1389 : 45
1389 : 46
1390 : 47
1390 : 48
1390 : 49
1390 : 50
1390 : 51
1390 : 52
1437 : 53
1438 : 54
1438 : 55
1449 : 56
1449 : 57
1449 : 58
1449 : 59
1449 : 60
1449 : 61
1449 : 62
1449 : 63
1449 : 64
1449 : 64
1458 : 64
1458 : 64
1458 : 64
1458 : 64
1458 : 64
1458 : 64
1467 : 64
1467 : 64
1467 : 64
1518 : 64
1519 : 64
1519 : 64
1519 : 64
1519 : 64
1519 : 64
1519 : 64
1519 : 64
1519 : 64
1519 : 64
1519 : 64
1519 : 64
1520 : 64
1520 : 64
1520 : 64
1520 : 64
1520 : 64
1520 : 64
1520 : 64
1520 : 64
1520 : 64
1520 : 64
1521 : 64
1521 : 64
1521 : 64
1521 : 64
1521 : 64
1521 : 64
1521 : 64
1522 : 64
1522 : 64
1522 : 64
1522 : 64
1537 : 64
1538 : 64
1538 : 64
1538 : 64
1539 : 64
1539 : 64
1539 : 64
1539 : 64
1539 : 64
1548 : 64
1549 : 64
1549 : 64
1549 : 64
1549 : 64
1549 : 64
1568 : 64
1568 : 64
1568 : 64
1578 : 64
1578 : 64
1578 : 64
1578 : 65
1578 : 65
1578 : 65
1578 : 65
1578 : 65
1578 : 65
1578 : 65
1578 : 65
1578 : 65
1578 : 65
1588 : 65
1588 : 65
1599 : 65
1599 : 65
1599 : 65
1599 : 65
1599 : 65
1608 : 65
1608 : 65
1608 : 65
1608 : 65
1608 : 65
1608 : 65
1627 : 65
1627 : 65
1628 : 65
1628 : 65
1628 : 65
1628 : 65
1628 : 65
1628 : 65
1638 : 65
1649 : 65
1649 : 65
1649 : 65
1649 : 65
1649 : 65
1649 : 65
1649 : 65
1649 : 65
1649 : 65
1649 : 65
1649 : 65
1649 : 65
